상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크,소매 기장,이미지 경로
의류,아우터,가디건,노멀,"베이지, 블랙","[177.97527176167875, 160.6984206013327, 137.10640887339966]",https://a-bly.com/app/goods/4329855,26.0,./images/ably/Cardigan/Cardigan_102.jpg
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/4361021,0.0,./images/ably/Cardigan/Cardigan_103.jpg
의류,아우터,가디건,노멀,"블랙, 아이보리, 브라운, 연두, 소라","[162.9895351010123, 178.4751977741412, 193.6740308548466]",https://a-bly.com/app/goods/4386261,61.0,./images/ably/Cardigan/Cardigan_104.jpg
의류,아우터,가디건,0,0,"[220.17804821880836, 204.7354519849086, 186.1568439885981]",https://a-bly.com/app/goods/2165088,0.0,./images/ably/Cardigan/Cardigan_105.jpg
의류,아우터,가디건,0,0,"[210.8789997967163, 198.87607237242918, 183.12380565156184]",https://a-bly.com/app/goods/2493592,0.0,./images/ably/Cardigan/Cardigan_106.jpg
의류,아우터,가디건,0,0,"[173.34601042578262, 163.0799817358541, 149.6985464784418]",https://a-bly.com/app/goods/3623250,0.0,./images/ably/Cardigan/Cardigan_107.jpg
의류,아우터,가디건,숏,"그레이,딥네이비,브라운,소라,올리브,차콜,핑크","[59.95831633132862, 52.059983050319445, 41.46187890391924]",https://a-bly.com/app/goods/3457724,58.0,./images/ably/Cardigan/Cardigan_108.jpg
의류,아우터,가디건,0,0,"[143.29055904164855, 97.28302909297992, 60.16856816885634]",https://a-bly.com/app/goods/4008915,0.0,./images/ably/Cardigan/Cardigan_109.jpg
의류,아우터,가디건,0,"블랙, 메란지, 소라, 오트밀","[130.57128577919076, 126.70610328638534, 124.29956080569475]",https://a-bly.com/app/goods/3977724,0.0,./images/ably/Cardigan/Cardigan_110.jpg
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/2746503,0.0,./images/ably/Cardigan/Cardigan_111.jpg
의류,아우터,가디건,0,0,"[225.7845441085201, 211.30278932033644, 196.9661603859176]",https://a-bly.com/app/goods/4113021,0.0,./images/ably/Cardigan/Cardigan_112.jpg
의류,아우터,가디건,0,0,"[129.84809196153333, 85.64295485636084, 54.93670498396883]",https://a-bly.com/app/goods/4244567,0.0,./images/ably/Cardigan/Cardigan_113.jpg
의류,아우터,가디건,0,"블랙,화이트,그레이","[146.27892507009886, 142.37491557338345, 136.53707607605713]",https://a-bly.com/app/goods/4107508,0.0,./images/ably/Cardigan/Cardigan_114.jpg
의류,아우터,가디건,0,0,"[158.61005132177831, 141.78756657306147, 127.24165779025816]",https://a-bly.com/app/goods/4110127,0.0,./images/ably/Cardigan/Cardigan_115.jpg
